"['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'S' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'S' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'H' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']",0.0 1.0 0.0
"['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'S' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'S' 'H' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']",1.0 0.0 0.0
"['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'S' 'S' 'H' 'W']
['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']",0.0 1.0 0.0
"['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'H' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'S' 'S' 'W']
['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']",1.0 0.0 0.0
"['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'H' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'S' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'S' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']",0.0 1.0 0.0
"['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'H' 'S' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'S' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']",1.0 0.0 0.0
"['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']
['W' 'H' 'S' 'S' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']",0.0 1.0 0.0
"['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']
['W' 'S' 'S' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'H' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']",1.0 0.0 0.0
"['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'S' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'S' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'H' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']",0.0 0.5 0.5
"['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'S' 'S' 'H' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'X' 'W']
['W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W' 'W']",0.0 0.5 0.5
